Year,Age,Gender,Deaths
2568,3,1,70
2568,4,0,112
2568,4,1,56
2568,5,0,95
2568,5,1,64
2568,6,0,82
2568,6,1,58
2568,7,0,109
2568,7,1,71
2568,8,0,101
2568,8,1,62
2568,9,0,104
2568,9,1,81
2568,10,0,91
2568,10,1,72
2568,11,0,129
2568,11,1,86
2568,12,0,162
2568,12,1,84
2568,13,0,279
2568,13,1,123
2568,14,0,319
2568,14,1,126
2568,15,0,412
2568,15,1,140
2568,16,0,445
2568,16,1,162
2568,17,0,451
2568,17,1,157
2568,18,0,481
2568,18,1,178
2568,19,0,550
2568,19,1,192
2568,20,0,572
2568,20,1,211
2568,21,0,546
2568,21,1,189
2568,22,0,563
2568,22,1,219
2568,23,0,604
2568,23,1,181
2568,24,0,675
2568,24,1,233
2568,25,0,734
2568,25,1,252
2568,26,0,788
2568,26,1,241
2568,27,0,867
2568,27,1,289
2568,28,0,958
2568,28,1,329
2568,29,0,1086
2568,29,1,334
2568,30,0,1045
2568,30,1,400
2568,31,0,1072
2568,31,1,399
2568,32,0,1232
2568,32,1,420
2568,33,0,1331
2568,33,1,459
2568,34,0,1402
2568,34,1,452
2568,35,0,1383
2568,35,1,543
2568,36,0,1500
2568,36,1,510
2568,37,0,1511
2568,37,1,538
2568,38,0,1796
2568,38,1,622
2568,39,0,1762
2568,39,1,623
2568,40,0,2008
2568,40,1,741
2568,41,0,2142
2568,41,1,856
2568,42,0,2439
2568,42,1,912
2568,43,0,2574
2568,43,1,930
2568,44,0,2770
2568,44,1,1106
2568,45,0,3167
2568,45,1,1193
2568,46,0,3244
2568,46,1,1255
2568,47,0,3508
2568,47,1,1358
2568,48,0,3815
2568,48,1,1523
2568,49,0,3905
2568,49,1,1573
2568,50,0,4196
2568,50,1,1734
2568,51,0,4387
2568,51,1,1757
2568,52,0,4512
2568,52,1,1872
2568,53,0,4720
2568,53,1,2176
2568,54,0,5087
2568,54,1,2291
2568,55,0,5099
2568,55,1,2359
2568,56,0,5336
2568,56,1,2583
2568,57,0,5674
2568,57,1,2624
2568,58,0,5540
2568,58,1,2715
2568,59,0,5914
2568,59,1,3089
2568,60,0,6379
2568,60,1,3298
2568,61,0,6449
2568,61,1,3501
2568,62,0,6477
2568,62,1,3569
2568,63,0,6686
2568,63,1,3688
2568,64,0,6830
2568,64,1,3917
2568,65,0,7067
2568,65,1,4206
2568,66,0,7158
2568,66,1,4219
2568,67,0,6944
2568,67,1,4383
2568,68,0,7011
2568,68,1,4434
2568,69,0,6997
2568,69,1,4922
2568,70,0,7376
2568,70,1,5352
2568,71,0,7188
2568,71,1,5209
2568,72,0,7461
2568,72,1,5570
2568,73,0,7361
2568,73,1,5697
2568,74,0,7383
2568,74,1,5908
2568,75,0,7641
2568,75,1,6362
2568,76,0,7379
2568,76,1,6116
2568,77,0,7009
2568,77,1,6104
2568,78,0,6731
2568,78,1,6209
2568,79,0,6390
2568,79,1,5987
2568,80,0,6073
2568,80,1,6015
2568,81,0,6108
2568,81,1,6319
2568,82,0,5754
2568,82,1,6170
2568,83,0,6186
2568,83,1,6869
2568,84,0,5524
2568,84,1,6541
2568,85,0,5385
2568,85,1,6734
2568,86,0,5293
2568,86,1,6885
2568,87,0,4772
2568,87,1,6814
2568,88,0,4320
2568,88,1,6509
2568,89,0,3877
2568,89,1,6130
2568,90,0,3361
2568,90,1,5383
2568,91,0,3105
2568,91,1,5321
2568,92,0,2587
2568,92,1,4702
2568,93,0,2186
2568,93,1,4028
2568,94,0,1618
2568,94,1,3150
2568,95,0,1387
2568,95,1,2715
2568,96,0,989
2568,96,1,2192
2568,97,0,808
2568,97,1,1779
2568,98,0,468
2568,98,1,1215
2568,99,0,345
2568,99,1,816
2568,100,0,208
2568,100,1,552
2568,101,0,452
2568,101,1,1196
